path,folder,type,what_it_shows,colour_words,brand_legible,composition,styled_how,open_note,hex1,share1,hex2,share2,hex3,share3,hex4,share4,hex5,share5,nearest_soft_autumn_anchor,anchor_delta_e,palette_confidence,confidence_reason,skin_share,subject_share,shortlist,suggested_name,width,height,bytes,format,opened
content/swipe/products/IMG_0443.png,content/swipe/products,product,"listing, jeans, loafers, jacket, knit",denim blue,A.P.C.,,,,222223,0.373,637684,0.289,172638,0.176,574843,0.1,BDBCBE,0.063,warm charcoal,7.5,medium,background dominates frame,0.031,0.303,no,layer_denim_blue_a_p_c_jeans_loafers_jacket,1908,2746,1483386,PNG,contact_sheet
content/swipe/products/IMG_0444.png,content/swipe/products,product,"listing, denim looks and knits",denim blue,A.P.C.,,,,2C2C2F,0.356,121721,0.29,5185A1,0.154,B4BDC3,0.124,6A5F5F,0.076,warm charcoal,5.8,low,little left after background removal,0.034,0.229,no,bottom_denim_blue_a_p_c_denim_looks_knits,1908,2746,1444052,PNG,contact_sheet
content/swipe/products/IMG_0445.png,content/swipe/products,product,pinafore dress over shirt with tall boots,navy,A.P.C.,,,,161B23,0.5,383435,0.232,606267,0.129,CDCED0,0.077,95979E,0.062,warm charcoal,12.3,medium,background dominates frame; top cluster 50% — may still be a studio backdrop,0.013,0.299,no,dress_navy_a_p_c_pinafore_dress_shirt,1908,2746,2665605,PNG,contact_sheet
content/swipe/products/IMG_0446.png,content/swipe/products,product,"listing, trousers, loafers, shoulder bag",cream and brown,A.P.C.,,,,212123,0.445,CFCBC4,0.218,606063,0.14,472E26,0.111,A09B96,0.087,warm charcoal,8.1,medium,background dominates frame,0.017,0.312,no,bottom_cream_and_brown_a_p_c_trousers_loafers_shoulder,1908,2746,1309622,PNG,contact_sheet
content/swipe/products/IMG_0447.png,content/swipe/products,product,"listing, dress, vest top, loafers",navy and black,A.P.C.,,,,231F20,0.265,D6D3D5,0.249,3A3A3D,0.243,0A090B,0.166,856C66,0.077,warm charcoal,8.0,medium,background dominates frame,0.051,0.313,no,dress_navy_and_black_a_p_c_dress_vest_top,1908,2746,1681283,PNG,contact_sheet
content/swipe/products/IMG_0448.png,content/swipe/products,product,tie-neck blouse in satin-stripe fabric,dark aubergine brown,A.P.C. (apc.fr),,tucked into wide light-wash jeans with a thin black belt,near-black warm brown reads softer than black against indigo,F4F3F4,0.326,C5C3C5,0.268,3A353D,0.167,211B1E,0.16,585F6B,0.08,cream,9.3,high,,0.021,0.979,yes,bottom_dark_aubergine_a_p_c_silk_blouse_jeans,1908,2746,3586023,PNG,opened_reduced
content/swipe/products/IMG_0449.png,content/swipe/products,product,"listing, jacket, coat, blazer, tee",navy and olive,A.P.C.,,,,16161D,0.507,B9B8BB,0.167,35383B,0.153,563B20,0.093,5D6570,0.081,warm charcoal,12.6,medium,background dominates frame; top cluster 51% — may still be a studio backdrop,0.005,0.285,no,layer_navy_and_olive_a_p_c_jacket_coat_blazer,1908,2746,1235588,PNG,contact_sheet
content/swipe/products/IMG_0450.png,content/swipe/products,product,"listing, pleated skirt, flats, jacket",navy and black,A.P.C.,,,,C8C7C4,0.401,14161B,0.334,363637,0.206,7B7B7B,0.043,,,stone,5.0,medium,background dominates frame,0.021,0.258,no,layer_navy_and_black_a_p_c_pleated_skirt_flats,1908,2746,1114111,PNG,contact_sheet
content/swipe/products/IMG_0451.png,content/swipe/products,product,coat and bucket hat with jeans on model,navy,A.P.C.,,,,090D17,0.393,1D2027,0.316,36383C,0.168,616368,0.093,B0B0B3,0.03,warm charcoal,14.9,medium,background dominates frame,0.009,0.328,no,layer_navy_a_p_c_coat_bucket_hat,1908,2746,3035130,PNG,contact_sheet
content/swipe/products/IMG_0452.png,content/swipe/products,product,double-breasted caban in recycled wool,dark navy,A.P.C. (apc.fr),,"flat shot, not styled","title reads ""caban en laine recyclée""; recycled fibre named in the product name",313436,0.495,606469,0.307,434649,0.084,95979C,0.065,C7C8C9,0.049,warm charcoal,5.3,low,little left after background removal; top cluster 49% — may still be a studio backdrop,0.0,0.089,yes,layer_navy_a_p_c_recycled_wool_peacoat,1908,2746,844278,PNG,opened_reduced
content/swipe/products/IMG_0453.png,content/swipe/products,product,"peacoat product page, partial view",navy,A.P.C.,,,,1D1D20,0.604,626669,0.143,36383A,0.136,BDBDBD,0.117,,,warm charcoal,9.4,low,little left after background removal; top cluster 60% — may still be a studio backdrop,0.0,0.235,no,layer_navy_a_p_c_peacoat,1908,2746,343384,PNG,contact_sheet
content/swipe/products/IMG_0454.png,content/swipe/products,product,"peacoat product page, sleeve detail",navy,A.P.C.,,,,222224,0.668,5A5E62,0.146,A3A3A3,0.076,DCDCDD,0.071,7A7A7B,0.039,warm charcoal,7.8,low,little left after background removal; top cluster 67% — may still be a studio backdrop,0.0,0.205,no,layer_navy_a_p_c_peacoat_sleeve,1908,2746,290579,PNG,contact_sheet
content/swipe/products/IMG_0455.png,content/swipe/products,product,"listing, shoulder bag, cardigan, trousers",burgundy and cream,A.P.C.,,,,242527,0.527,5F6064,0.179,3B1F21,0.146,A69A92,0.085,D8D4CB,0.062,warm charcoal,7.2,low,little left after background removal; top cluster 53% — may still be a studio backdrop,0.004,0.206,no,layer_burgundy_and_cream_a_p_c_shoulder_bag_cardigan,1908,2746,792387,PNG,contact_sheet
content/swipe/products/IMG_0456.png,content/swipe/products,product,"listing, flap bag, jacket, dress",burgundy and cream,A.P.C.,,,,181515,0.332,403C3A,0.237,312520,0.228,D4CBC2,0.111,8A796C,0.093,warm charcoal,10.7,low,little left after background removal,0.069,0.215,no,layer_burgundy_and_cream_a_p_c_flap_bag_jacket,1908,2746,1215938,PNG,contact_sheet
content/swipe/products/IMG_0457.png,content/swipe/products,product,"listing, shirts, skirt, striped polo",cream,A.P.C.,,,,1C1C1C,0.286,343739,0.256,DDD6CB,0.252,A6A49F,0.161,5E5E5E,0.044,warm charcoal,9.0,low,little left after background removal,0.0,0.108,no,bottom_cream_a_p_c_shirts_skirt_striped,1908,2746,731912,PNG,contact_sheet
content/swipe/products/IMG_0458.png,content/swipe/products,product,"listing, puffer jacket, knit, bag",burgundy,A.P.C.,,,,4B191D,0.425,763134,0.251,272828,0.243,BAB4B3,0.042,6C6061,0.04,soft plum,13.7,medium,background dominates frame,0.002,0.253,no,layer_burgundy_a_p_c_puffer_jacket_knit,1908,2746,1015058,PNG,contact_sheet
content/swipe/products/IMG_0459.png,content/swipe/products,product,"listing, shirt dress, skirt, denim jacket",black and navy,A.P.C.,,,,0F1A2F,0.565,363739,0.246,CDCACB,0.09,828284,0.059,6D4332,0.041,warm charcoal,17.2,low,little left after background removal; top cluster 56% — may still be a studio backdrop,0.069,0.166,no,layer_black_and_navy_a_p_c_shirt_dress_skirt,1908,2746,1564404,PNG,contact_sheet
content/swipe/products/IMG_0460.png,content/swipe/products,product,"listing, knit with mini skirt, tee, cardigan",brown and pale blue,A.P.C.,,,,1D1D1F,0.32,8C909F,0.236,6C6664,0.21,3A3A3B,0.172,C2C0BE,0.062,warm charcoal,9.1,low,little left after background removal,0.068,0.248,no,layer_brown_and_pale_blue_a_p_c_knit_mini_skirt,1908,2746,1103365,PNG,contact_sheet
content/swipe/products/IMG_0461.png,content/swipe/products,product,"listing, checked cardigan, tee, trousers",brown and cream,A.P.C.,,,,D9D5CD,0.388,1B1B1B,0.201,3C3B3B,0.193,977D60,0.171,93918E,0.047,stone,2.7,low,little left after background removal; skin band 22% — overlaps dusty rose / salmon,0.218,0.184,no,layer_brown_and_cream_a_p_c_checked_cardigan_tee,1908,2746,1488898,PNG,contact_sheet
content/swipe/products/IMG_0462.png,content/swipe/products,product,"listing, roll-neck with wide jeans, knits",black and cream,soeur,,,,86857C,0.509,242528,0.196,F0EFEB,0.171,5F605E,0.116,,,warm mid grey,3.7,medium,top cluster 51% — may still be a studio backdrop,0.004,0.996,no,bottom_black_and_cream_soeur_roll-neck_wide_jeans,1908,2746,4758066,PNG,contact_sheet
content/swipe/products/IMG_0463.png,content/swipe/products,product,"listing grid: sleeveless rib cardigan, skirt-culotte, knits",navy black,soeur (ch.soeur.fr),,model shots; zipped rib gilet with wide culottes and black knee boots,"titles name construction and fibre (English rib, virgin wool) rather than trend words",202122,0.367,ABA696,0.255,353535,0.253,828078,0.111,,,warm charcoal,8.0,medium,background dominates frame,0.009,0.284,yes,bottom_black_soeur_sleeveless_top_pleated,1908,2746,2630690,PNG,opened_reduced
content/swipe/products/IMG_0464.png,content/swipe/products,product,"knit cardigan with trousers, bomber jacket",pale pink,soeur,,,,8F887B,0.419,BDB7A8,0.25,F2F2EE,0.208,343535,0.064,656157,0.06,warm mid grey,2.1,high,,0.005,0.995,no,layer_pale_pink_soeur_knit_cardigan_trousers,1908,2746,5260588,PNG,contact_sheet
content/swipe/products/IMG_0465.png,content/swipe/products,product,bomber jacket and knit on models,camel,soeur,,,,EDEDE9,0.411,8A877E,0.337,BDB19D,0.155,31312F,0.049,6A6254,0.048,cream,6.8,high,,0.003,0.997,no,layer_camel_soeur_bomber_jacket_knit,1908,2746,3985675,PNG,contact_sheet
content/swipe/products/IMG_0466.png,content/swipe/products,product,"high-neck zip cardigan, flat shot",black,,,,,606469,0.332,353839,0.325,AAABA8,0.162,26282B,0.124,4C4D50,0.056,petrol,13.8,low,little left after background removal,0.0,0.079,no,layer_black_high-neck_zip_cardigan,1908,2746,2035866,PNG,contact_sheet
content/swipe/products/IMG_0467.png,content/swipe/products,product,quilted jacket with denim skirt and boots,navy and denim blue,soeur,,,,817E75,0.322,18191C,0.315,5C5F5F,0.166,333A3F,0.124,C7C7C0,0.072,warm mid grey,3.4,medium,background dominates frame,0.003,0.448,no,layer_navy_and_denim_blue_soeur_quilted_jacket_denim,1908,2746,1912211,PNG,contact_sheet
content/swipe/products/IMG_0468.png,content/swipe/products,product,quilted jacket front and back with jeans,navy,soeur,,,,8A887E,0.362,1B1C1E,0.2,646461,0.175,353A3F,0.163,21242F,0.1,warm mid grey,3.5,medium,background dominates frame,0.002,0.304,no,layer_navy_soeur_quilted_jacket_jeans,1908,2746,1099797,PNG,contact_sheet
content/swipe/products/IMG_0469.png,content/swipe/products,product,"three-quarter sleeve knit, flat shot",navy,soeur,,,,1C1B2A,0.613,1E1E22,0.15,343739,0.108,5F6367,0.103,,,warm charcoal,14.4,medium,background dominates frame; top cluster 61% — may still be a studio backdrop,0.0,0.277,no,shoes_navy_soeur_three-quarter_sleeve_knit,1908,2746,1282491,PNG,contact_sheet
content/swipe/products/IMG_0470.png,content/swipe/products,product,"listing, loafers and dark outfit",black,soeur,,,,797973,0.399,1B1C1D,0.311,363739,0.229,B2B2AE,0.052,,,warm mid grey,6.2,medium,background dominates frame,0.002,0.289,no,,1908,2746,1138702,PNG,contact_sheet
content/swipe/products/IMG_0471.png,content/swipe/products,product,soft flat loafers with pull tab,black,ch.soeur.fr,,"flat shot, not styled","collapsible unstructured back, almost a slipper",222224,0.424,363838,0.255,5F6265,0.18,0D0D0D,0.113,,,warm charcoal,7.8,low,little left after background removal,0.0,0.185,yes,,1908,2746,592494,PNG,opened_reduced
content/swipe/products/IMG_0472.png,content/swipe/products,product,long coat on model with dark trousers,charcoal grey,soeur,,,,18191C,0.401,89877D,0.332,62615D,0.125,333436,0.102,BCBDB9,0.039,warm charcoal,10.7,medium,background dominates frame,0.006,0.447,no,layer_charcoal_grey_soeur_long_coat_dark,1908,2746,1571302,PNG,contact_sheet
content/swipe/products/IMG_0473.png,content/swipe/products,product,"longline single-breasted coat, tab collar, turn-back cuffs",navy near-black,ch.soeur.fr,,"flat shot, not styled",concealed placket and raglan line keep the front unbroken,5D6166,0.338,36383A,0.318,BCBDB9,0.165,26272C,0.135,8F8F8F,0.045,petrol,13.4,low,little left after background removal,0.0,0.081,yes,layer_black_soeur_long_collared_coat,1908,2746,1738410,PNG,opened_reduced
content/swipe/products/IMG_0474.png,content/swipe/products,product,"long checked coat, flat shot",brown check,soeur,,,,84735C,0.377,605241,0.323,2A2A2A,0.182,5F6163,0.074,B7B4AB,0.044,warm mid grey,8.0,high,,0.007,0.463,no,layer_brown_check_soeur_long_checked_coat,1908,2746,4034541,PNG,contact_sheet
content/swipe/products/IMG_0475.png,content/swipe/products,product,"listing, coat, shirt, trousers",grey,soeur,,,,828079,0.41,61625F,0.24,2B2B2C,0.236,C2C1BD,0.061,121110,0.053,warm mid grey,3.6,medium,background dominates frame,0.004,0.376,no,layer_grey_soeur_coat_shirt_trousers,1908,2746,1860621,PNG,contact_sheet
content/swipe/products/IMG_0476.png,content/swipe/products,product,"long wool coat with patch pockets, flat",grey,,,,,6E7073,0.409,5C5F61,0.248,808285,0.159,282A2C,0.152,B8B9B7,0.032,warm mid grey,11.3,high,,0.0,0.463,no,layer_grey_long_wool_coat,1908,2746,2894722,PNG,contact_sheet
content/swipe/products/IMG_0477.png,content/swipe/products,product,double-faced wool buttoned cape/wrap,light grey,soeur (ch.soeur.fr),,"worn over a knit with dark trousers, and over a belted grey coat","filed under scarves and wraps, styled as outerwear; one button does all the work",84837C,0.364,666665,0.262,1D1D1E,0.174,393A3A,0.137,AAA7A0,0.063,warm mid grey,3.8,medium,background dominates frame,0.008,0.416,yes,accessory_grey_soeur_scarf-collar_wrap_knit,1908,2746,2594710,PNG,opened_reduced
content/swipe/products/IMG_0478.png,content/swipe/products,product,double-faced wool buttoned cape/wrap,grey marl,ch.soeur.fr,,"flat shot, not styled",flat shot shows it is a rectangle with a single button,5E5D5E,0.343,767577,0.287,3C3B3C,0.158,242325,0.157,A3A2A3,0.056,warm charcoal,13.6,medium,background dominates frame,0.0,0.427,yes,shoes_grey_draped_wool_wrap,1908,2746,2540162,PNG,opened_reduced
content/swipe/products/IMG_0479.png,content/swipe/products,product,"listing, coat, shirt, wide trousers",grey and cream,soeur,,,,818079,0.402,626360,0.26,1C1C1D,0.158,373838,0.112,B8B7B1,0.068,warm mid grey,4.1,medium,background dominates frame,0.004,0.378,no,layer_grey_and_cream_soeur_coat_shirt_wide,1908,2746,1830196,PNG,contact_sheet
content/swipe/products/IMG_0480.png,content/swipe/products,product,"blazer front and back, knit, trousers",grey and cream,soeur,,,,84827A,0.433,5E5F5F,0.237,2B2D2E,0.208,101010,0.075,BEBCB0,0.047,warm mid grey,3.3,medium,background dominates frame,0.004,0.438,no,layer_grey_and_cream_soeur_blazer_knit_trousers,1908,2746,1819244,PNG,contact_sheet
content/swipe/products/IMG_0481.png,content/swipe/products,product,pleated skirt with knit on model,cream,soeur,,,,78756B,0.258,8C897E,0.222,252628,0.21,595956,0.165,D5C9AE,0.145,warm mid grey,6.4,medium,background dominates frame,0.007,0.429,no,bottom_cream_soeur_pleated_skirt_knit,1908,2746,1509032,PNG,contact_sheet
content/swipe/products/IMG_0482.png,content/swipe/products,product,"roll-neck long-sleeve top, flat shot",pale cream yellow,,,,,D9D3B3,0.682,202124,0.119,343739,0.09,5F6368,0.087,,,cream,7.0,medium,background dominates frame; top cluster 68% — may still be a studio backdrop,0.0,0.314,no,shoes_pale_cream_yellow_roll-neck_long-sleeve_top,1908,2746,524506,PNG,contact_sheet
content/swipe/products/IMG_0483.png,content/swipe/products,product,"blazer and wide trousers on model, shoes",grey,soeur,,,,87857B,0.348,1D1D1E,0.26,38393A,0.189,61625F,0.158,B2B4B1,0.046,warm mid grey,3.2,medium,background dominates frame,0.003,0.297,no,layer_grey_soeur_blazer_wide_trousers,1908,2746,982833,PNG,contact_sheet
content/swipe/products/IMG_0484.png,content/swipe/products,product,dark outfit product page with boots and shoes,black and brown,soeur,,,,1D1C1D,0.334,B1A998,0.235,383635,0.227,616467,0.15,CACAC5,0.054,warm charcoal,9.0,low,little left after background removal,0.002,0.216,no,shoes_black_and_brown_soeur_dark_outfit_boots,1908,2746,720594,PNG,contact_sheet
content/swipe/products/IMG_0498.png,content/swipe/products,product,"listing, trench coat, jackets, roll-neck",beige and black,,,,,151617,0.41,3B3B3C,0.216,807F70,0.168,CBC8BD,0.117,693C21,0.088,warm charcoal,11.1,medium,background dominates frame,0.043,0.278,no,layer_beige_and_black_trench_coat_jackets,1908,2746,1901763,PNG,contact_sheet
content/swipe/products/IMG_0499.png,content/swipe/products,product,"oversized trench coat on model, product thumbs",taupe grey,,,,,867A6B,0.431,CAC6BC,0.244,49443F,0.206,181818,0.089,,,warm mid grey,3.9,medium,background dominates frame,0.019,0.365,no,layer_taupe_grey_oversized_trench_coat,1908,2746,2542438,PNG,contact_sheet
content/swipe/products/IMG_0500.png,content/swipe/products,product,long belted coat on model,black,,,,,0E1114,0.494,27282B,0.269,6F6F71,0.152,DBD9D7,0.065,,,warm charcoal,12.8,medium,background dominates frame; top cluster 49% — may still be a studio backdrop,0.013,0.378,no,layer_black_long_belted_coat,1908,2746,846918,PNG,contact_sheet
content/swipe/products/IMG_0501.png,content/swipe/products,product,"long coat, flat shot",black,,,,,D6D6D3,0.299,36393B,0.256,7E7E7E,0.251,242728,0.104,B6B5B2,0.09,stone,5.2,low,little left after background removal,0.0,0.121,no,layer_black_long_coat,1908,2746,1266603,PNG,contact_sheet
content/swipe/products/IMG_0502.png,content/swipe/products,product,short-sleeve knit and trousers with clutch,tan and black,STUDIO NICHOLSON,,,,0C0C0D,0.383,262729,0.363,704021,0.125,5E6165,0.099,B9B6B5,0.031,warm charcoal,13.1,medium,background dominates frame,0.043,0.295,no,bottom_tan_and_black_studio_nicholson_short-sleeve_knit_trousers,1908,2746,849991,PNG,contact_sheet
content/swipe/products/IMG_0503.png,content/swipe/products,product,raglan crew-neck knit jumper,rust tan brown,STUDIO NICHOLSON (studionicholson.com),,"flat shot, not styled","wide ribbed cuff and hem give it a short, square line",5D2E0F,0.506,773F1A,0.281,030202,0.11,36393B,0.07,BDB5AC,0.034,chocolate,10.4,medium,top cluster 51% — may still be a studio backdrop,0.001,0.45,yes,shoes_rust_orange_crew-neck_sweater,1908,2746,3818943,PNG,opened_reduced
